iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,1.1398205000441521,2037069.7851319292,2037069.7851319292,2037069.7851319292,1500,500,-5999.116244957639,0.0
2,1.7933489000424743,1986514.0441169445,1986514.0441169445,1986514.0441169445,1499,1000,-7707.668269681876,0.0
3,2.7295646000420675,1967469.2757614704,1967469.2757614704,1967469.2757614704,1500,1500,-7707.668269681876,0.0
4,3.920622000005096,1950827.7833939884,1950827.7833939884,1950827.7833939884,1500,2000,-7707.668269681876,0.0
5,5.339134800015017,1940446.6632623158,1940446.6632623158,1940446.6632623158,1500,2500,-7707.668269681876,0.0
6,7.058810699963942,1926985.4937416627,1926985.4937416627,1926985.4937416627,1500,3000,-7707.668269681876,0.0
7,8.872039500041865,1919673.972267747,1919673.972267747,1919673.972267747,1500,3500,-7707.668269681876,0.0
8,10.9562036000425,1909507.9839195048,1909507.9839195048,1909507.9839195048,1500,4000,-7707.668269681876,0.0
9,13.067919100052677,1894808.1637635524,1894808.1637635524,1894808.1637635524,1490,4500,-7707.668269681876,0.0
10,15.316312100039795,1882808.940595758,1882808.940595758,1882808.940595758,1496,5000,-7707.668269681876,0.0
11,17.713634100044146,1871901.3591234228,1871901.3591234228,1871901.3591234228,1484,5500,-7707.668269681876,0.0
12,20.269103899947368,1860394.5612053745,1860394.5612053745,1860394.5612053745,1478,6000,-7707.668269681876,0.0
13,23.10706059995573,1849450.8710626503,1849450.8710626503,1849450.8710626503,1379,6500,-7707.668269681876,0.0
14,25.981114099966362,1835328.8225368215,1835328.8225368215,1835328.8225368215,1374,7000,-7707.668269681876,0.0
15,28.96436470001936,1825070.6155221346,1825070.6155221346,1825070.6155221346,1236,7500,-7707.668269681876,0.0
16,32.12204379995819,1817054.5310786737,1817054.5310786737,1817054.5310786737,1227,8000,-7707.668269681876,0.0
17,35.49987910001073,1810157.170596725,1810157.170596725,1810157.170596725,1208,8500,-7707.668269681876,0.0
18,38.95664820005186,1798585.0685027165,1798585.0685027165,1798585.0685027165,1248,9000,-7707.668269681876,0.0
19,42.54752539994661,1790968.6271868732,1790968.6271868732,1790968.6271868732,1060,9500,-7707.668269681876,0.0
20,46.29254489997402,1784662.6049605843,1784662.6049605843,1784662.6049605843,1015,10000,-7707.668269681876,0.0
