iteration,wall_time,rmp_obj,rmp_lb,best_primal_obj,columns_added_this_iter,pricing_calls_cum,min_reduced_cost_last,dual_norm
1,0.44878089998383075,790832.8746908188,790832.8746908188,790832.8746908188,600,200,-5990.090495068338,0.0
2,0.7205565000185743,745396.3291280642,745396.3291280642,745396.3291280642,582,400,-6698.580330337798,0.0
3,1.105112100020051,726758.5263685151,726758.5263685151,726758.5263685151,567,600,-7926.272154810695,0.0
4,1.5903288999106735,704233.4239552002,704233.4239552002,704233.4239552002,600,800,-7926.272154810695,0.0
5,2.155518800020218,691604.9446886745,691604.9446886745,691604.9446886745,600,1000,-7926.272154810695,0.0
6,2.8310711999656633,678579.0505069621,678579.0505069621,678579.0505069621,599,1200,-7926.272154810695,0.0
7,3.5184634999604896,671763.3140628554,671763.3140628554,671763.3140628554,595,1400,-7926.272154810695,0.0
8,4.273115799995139,660591.7821135126,660591.7821135126,660591.7821135126,600,1600,-7926.272154810695,0.0
9,5.120785899925977,653488.8374287493,653488.8374287493,653488.8374287493,581,1800,-7926.272154810695,0.0
10,6.025206899968907,646935.2269380975,646935.2269380975,646935.2269380975,575,2000,-7926.272154810695,0.0
11,7.002061799983494,640747.4822472053,640747.4822472053,640747.4822472053,555,2200,-7926.272154810695,0.0
12,8.03165589994751,634359.0923561127,634359.0923561127,634359.0923561127,547,2400,-7926.272154810695,0.0
13,9.115704199997708,627327.1585271112,627327.1585271112,627327.1585271112,591,2600,-7926.272154810695,0.0
14,10.29587279993575,619983.0573850275,619983.0573850275,619983.0573850275,567,2800,-7926.272154810695,0.0
15,11.471525899949484,612450.9246936819,612450.9246936819,612450.9246936819,570,3000,-7926.272154810695,0.0
16,12.718034000019543,603788.5082866151,603788.5082866151,603788.5082866151,569,3200,-7926.272154810695,0.0
17,14.010707299923524,597566.3120861737,597566.3120861737,597566.3120861737,554,3400,-7926.272154810695,0.0
18,15.35074469994288,592549.3019304704,592549.3019304704,592549.3019304704,482,3600,-7926.272154810695,0.0
19,16.81493499991484,588163.0285563425,588163.0285563425,588163.0285563425,467,3800,-7926.272154810695,0.0
20,18.350795299978927,583767.6631737235,583767.6631737235,583767.6631737235,353,4000,-7926.272154810695,0.0
