iteration,wall_time,rmp_lp_obj,lp_obj_final_pool_if_available,irmp_obj_checkpoint_if_solved,columns_added_this_iter,total_columns,pricing_calls_cum,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,min_reduced_cost_last,num_negative_columns_last,pool_gap_pct_if_available,relative_improvement_last_5,pricing_converged,objective_stabilized
1,2.662996799997927,1818558.8993259338,,,2459,3161,500,-5985.45016784359,84817,2459,-5985.45016784359,-5985.45016784359,84817,,,False,False
2,3.677958699998271,1815640.6571381174,,,2473,5634,1000,-5426.914111012597,58890,2473,-5426.914111012597,-5426.914111012597,58890,,,False,False
3,5.17387299999973,1804465.6459589915,,,2483,8117,1500,-3618.967156108259,40205,2483,-3618.967156108259,-3618.967156108259,40205,,,False,False
4,6.9876868999999715,1794512.41332368,,,2473,10590,2000,-3460.620789217155,38970,2473,-3460.620789217155,-3460.620789217155,38970,,,False,False
5,9.21223850000024,1779865.9164030608,,,2457,13047,2500,-3384.8864561082587,30655,2457,-3384.8864561082587,-3384.8864561082587,30655,,,False,False
6,11.762954999998328,1763099.0144902128,,,2425,15472,3000,-3220.4624561082587,24795,2425,-3220.4624561082587,-3220.4624561082587,24795,,0.030496611826143067,False,False
7,14.880876100000023,1749773.806192258,,,2354,17826,3500,-3164.6069585241403,19633,2354,-3164.6069585241403,-3164.6069585241403,19633,,0.03627747081279911,False,False
8,18.376994299997023,1733797.953538196,,,1871,19697,4000,-3041.6571869466006,15889,1871,-3041.6571869466006,-3041.6571869466006,15889,,0.039162669890142957,False,False
9,22.26692859999821,1722295.8524996038,,,1714,21411,4500,-3010.983067152826,11578,1714,-3010.983067152826,-3010.983067152826,11578,,0.04024299875993687,False,False
10,26.446531899997353,1713521.7524537689,,,1375,22786,5000,-2845.906828320741,10449,1375,-2845.906828320741,-2845.906828320741,10449,,0.0372748100505049,False,False
11,31.10330299999987,1702835.3321758602,,,1078,23864,5500,-2829.395946333733,8825,1078,-2829.395946333733,-2829.395946333733,8825,,0.03418054336090557,False,False
12,36.34464870000011,1700274.249025395,,,949,24813,6000,-1461.8600662503213,7832,949,-1044.3196263337334,-1461.8600662503213,7832,,0.028289117708637245,False,False
13,41.83084089999829,1698447.1540115406,,,804,25617,6500,-1438.3548218821775,10557,804,-504.0636448979676,-1438.3548218821775,10557,,0.020389226699982124,False,False
14,47.52601510000022,1698234.9124629854,,,554,26171,7000,-1423.2405574620561,7363,554,-443.40899480999474,-1423.2405574620561,7363,,0.01397027113645907,False,False
15,53.384285099997214,1698226.8287430666,,,531,26702,7500,-1459.482333518797,9581,531,-65.25842837083655,-1459.482333518797,9581,,0.008926016660599632,False,False
16,59.278431399998226,1698224.4807062235,,,316,27018,8000,-1447.819034335786,4879,316,-82.43811398382286,-1447.819034335786,4879,,0.0027077494708457675,False,False
17,65.1534135999973,1698224.042504918,,,449,27467,8500,-1444.3992343357863,8400,449,-90.93303858162653,-1444.3992343357863,8400,,0.001205809310852077,False,False
18,71.13776609999695,1698224.0425049183,,,118,27585,9000,-1444.3992343357863,8785,118,-60.39285541797153,-1444.3992343357863,8785,,0.00013136205391808654,False,False
19,77.23740999999791,1698224.042504918,,,138,27723,9500,-1461.8600662503213,4278,138,-532.7351463337313,-1461.8600662503213,4278,,6.400738783274636e-06,False,False
20,83.1063617999971,1698224.042504918,1698224.0425049176,1698230.3318625225,73,27796,10000,-1459.482333518797,7412,73,-73.71065432964724,-1459.482333518797,7412,0.0003703477371074146,1.6406749095100963e-06,False,True
